﻿Tree #,Grant Number,Funder,Species,St. Address,Address Info,City,Ownership,X Coordinate,Y Coordinate,Census Tract,DAC Status,Date Planted,Stock Size,Grow Space,geom
2019111652,8GG17418,Match,Lagerstroemia indica,335 67th Way,North PBNIS -- College Square,Long Beach,Public,-118.207691,33.876883,6037570403,1A,2019-11-16,15-Gallon,Grass parkway,"33.876883, -118.207691"
2019111656,8GG17418,Match,Ulmus parvifolia,228 Cummings St.,North PBNIS -- College Square,Long Beach,Public,-118.206649,33.875951,6037570403,1A,2019-11-16,15-Gallon,Grass parkway,"33.875951, -118.206649"
2019111660,8GG17418,Match,Ulmus parvifolia,209 Gardner St.,North PBNIS -- College Square,Long Beach,Public,-118.205959,33.875239,6037570403,1A,2019-11-16,15-Gallon,Grass parkway,"33.875239, -118.205959"
2019111661,8GG17418,Match,Ulmus parvifolia,219 Gardner St.,North PBNIS -- College Square,Long Beach,Public,-118.206271,33.875237,6037570403,1A,2019-11-16,15-Gallon,Grass parkway,"33.875237, -118.206271"
2019111662,8GG17418,Match,Ulmus parvifolia,219 Gardner St.,North PBNIS -- College Square,Long Beach,Public,-118.206341,33.875237,6037570403,1A,2019-11-16,15-Gallon,Grass parkway,"33.875237, -118.206341"
2019122106,8GG17418,Match,Tabebuia avellanedae,4800 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.175921,33.845224,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.845224, -118.175921"
2019122107,8GG17418,Match,Tabebuia avellanedae,4808 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.175935,33.845341,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.845341, -118.175935"
2019122109,8GG17418,Match,Tabebuia avellanedae,4809 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.176072,33.845347,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.845347, -118.176072"
2019122113,8GG17418,Match,Tabebuia avellanedae,4818 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.175959,33.845617,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.845617, -118.175959"
2019122114,8GG17418,Match,Tabebuia avellanedae,4818 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.175966,33.845663,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.845663, -118.175966"
2019122117,8GG17418,Match,Tabebuia avellanedae,4828 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.175995,33.845928,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.845928, -118.175995"
2019122118,8GG17418,Match,Tabebuia avellanedae,4835 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.176139,33.846054,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.846054, -118.176139"
2019122119,8GG17418,Match,Tabebuia avellanedae,4835 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.176145,33.846105,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.846105, -118.176145"
2019122120,8GG17418,Match,Tabebuia avellanedae,4845 Brayton Ave,Ridgewood Triangle,Long Beach,Public,-118.176161,33.846344,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.846344, -118.176161"
2019122121,8GG17418,Match,Lagerstroemia indica,4721 Boyar Ave,Ridgewood Triangle,Long Beach,Public,-118.175075,33.844272,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.844272, -118.175075"
2019122123,8GG17418,Match,Lagerstroemia indica,4721 Boyar Ave,Ridgewood Triangle,Long Beach,Public,-118.175087,33.844392,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.844392, -118.175087"
2019122124,8GG17418,Match,Lagerstroemia indica,4721 Boyar Ave,Ridgewood Triangle,Long Beach,Public,-118.175093,33.844439,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.844439, -118.175093"
2019122126,8GG17418,Match,Lagerstroemia indica,4727 Boyar Ave,Ridgewood Triangle,Long Beach,Public,-118.175107,33.844581,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.844581, -118.175107"
2019122127,8GG17418,Match,Lagerstroemia indica,4737 Boyar Ave,Ridgewood Triangle,Long Beach,Public,-118.175132,33.844811,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.844811, -118.175132"
2019122137,8GG17418,CAL FIRE,Cercis occidentalis,1235 Luray St.,Ridgewood Triangle,Long Beach,Public,-118.175521,33.846523,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.846523, -118.175521"
2019122141,8GG17418,CAL FIRE,Cercis occidentalis,1302 Luray St.,Ridgewood Triangle,Long Beach,Public,-118.175063,33.84631,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.84631, -118.175063"
2019122142,8GG17418,CAL FIRE,Cercis occidentalis,1302 Luray St.,Ridgewood Triangle,Long Beach,Public,-118.174993,33.846311,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.846311, -118.174993"
2019122146,8GG17418,CAL FIRE,Cercis occidentalis,1318 Luray St.,Ridgewood Triangle,Long Beach,Public,-118.174573,33.846308,6037571503,2A,2019-12-21,15-Gallon,Grass parkway,"33.846308, -118.174573"
2019122704,8GG17418,CAL FIRE,Geijera parviflora,390 Linares Ave,University Park Estates,Long Beach,Public,-118.107981,33.770004,6037577602,,2019-12-27,15-Gallon,Grass parkway,"33.770004, -118.107981"
2019122705,8GG17418,CAL FIRE,Geijera parviflora,390 Linares Ave,University Park Estates,Long Beach,Public,-118.107982,33.770031,6037577602,,2019-12-27,15-Gallon,Grass parkway,"33.770031, -118.107982"
2019100704,8GG17418,Match,Lagerstroemia indica,3475 Lama Ave,District5,Long Beach,Public,-118.076472,33.820472,6037555202,,2019-10-07,15-Gallon,Grass Parkway,"33.820472, -118.076472"
2019102102,8GG17418,Match,Cassia leptophylla,3150 Fidler Ave,District5,Long Beach,Public,-118.132068,33.814567,6037574100,,2019-10-21,15-Gallon,Grass Parkway,"33.814567, -118.132068"
2019102401,8GG17418,Match,Schinus molle,3879 Los Coyotes Diagonal,District5,Long Beach,Public,-118.101433,33.828175,6037573700,,2019-10-24,15-Gallon,Grass Parkway,"33.828175, -118.101433"
2019111805,8GG17418,Match,Cassia leptophylla,3713 Maine Ave,District7,Long Beach,Public,-118.201374,33.821875,6037572100,1A,2019-11-18,15-Gallon,Grass Parkway,"33.821875, -118.201374"
2019100901,8GG17418,CAL FIRE,Citrus sinensis,2061 Lime Ave,District6,Long Beach,Private,-118.184057,33.794599,6037573202,1A,2019-10-09,15-Gallon,Front Yard,"33.794599, -118.184057"
2019101401,8GG17418,CAL FIRE,Citrus limon,1430 Newport Ave,District4,Long Beach,Private,-118.151205,33.784985,6037575103,1A,2019-10-14,15-Gallon,Front Yard,"33.784985, -118.151205"
2019101402,8GG17418,CAL FIRE,Citrus sinensis,2538 Oregon Ave,District7,Long Beach,Private,-118.201215,33.803347,6037573100,1A,2019-10-14,15-Gallon,Front Yard,"33.803347, -118.201215"
2019101403,8GG17418,CAL FIRE,Citrus limon,5545 Lemon Ave,District8,Long Beach,Private,-118.179252,33.857149,6037570601,1A,2019-10-14,15-Gallon,Front Yard,"33.857149, -118.179252"
2019102903,8GG17418,CAL FIRE,Persea americana,5505 OIive Ave,District8,Long Beach,Private,-118.183131,33.856382,6037570304,1A,2019-10-29,15-Gallon,Front Yard,"33.856382, -118.183131"
2019103101,8GG17418,CAL FIRE,Prunus persica,1339 E Washington St.,District8,Long Beach,Private,-118.175441,33.855339,6037570602,1A,2019-10-31,15-Gallon,Front Yard,"33.855339, -118.175441"
2019103103,8GG17418,CAL FIRE,Persea americana,4909 Pacific Ave,District8,Long Beach,Private,-118.198234,33.845121,6037571701,1A,2019-10-31,15-Gallon,Front Yard,"33.845121, -118.198234"
2020012501,8GG17418,Match,Lagerstroemia indica,3008 Stevely Ave.,The Ranchos,Long Beach,Public,-118.09214,33.81093,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.81093, -118.09214"
2020012503,8GG17418,Match,Lagerstroemia indica,3156 Stevely Ave.,The Ranchos,Long Beach,Public,-118.092302,33.814113,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.814113, -118.092302"
2020012504,8GG17418,Match,Lagerstroemia indica,3209 Stevely Ave.,The Ranchos,Long Beach,Public,-118.092472,33.814707,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.814707, -118.092472"
2020012505,8GG17418,Match,Lagerstroemia indica,3230 Stevely Ave.,The Ranchos,Long Beach,Public,-118.092363,33.815357,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.815357, -118.092363"
2020012506,8GG17418,Match,Lagerstroemia indica,3230 Stevely Ave.,The Ranchos,Long Beach,Public,-118.092363,33.815421,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.815421, -118.092363"
2020012507,8GG17418,Match,Lagerstroemia indica,3264 Stevely Ave.,The Ranchos,Long Beach,Public,-118.092412,33.816368,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.816368, -118.092412"
2020012509,8GG17418,Match,Lagerstroemia indica,3311 Stevely Ave.,The Ranchos,Long Beach,Public,-118.092589,33.817023,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.817023, -118.092589"
2020012513,8GG17418,Match,Celtis sinensis,3015 Karen Ave.,The Ranchos,Long Beach,Public,-118.095673,33.811116,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.811116, -118.095673"
2020012519,8GG17418,Match,Celtis sinensis,3327 Karen Ave.,The Ranchos,Long Beach,Public,-118.095647,33.817474,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.817474, -118.095647"
2020012521,8GG17418,Match,Ulmus parvifolia,7135 Mezzanine Way,The Ranchos,Long Beach,Public,-118.094364,33.814619,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.814619, -118.094364"
2020012522,8GG17418,Match,Ulmus parvifolia,7147 Mezzanine Way,The Ranchos,Long Beach,Public,-118.093926,33.814614,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.814614, -118.093926"
2020012524,8GG17418,Match,Lagerstroemia indica,3015 Pattiz ave.,The Ranchos,Long Beach,Public,-118.093147,33.811077,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.811077, -118.093147"
2020012533,8GG17418,Match,Lagerstroemia indica,7121 Rosebay Ave.,The Ranchos,Long Beach,Public,-118.094825,33.813903,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.813903, -118.094825"
2020012538,8GG17418,Match,Lagerstroemia indica,7134 Lanai Street.,The Ranchos,Long Beach,Public,-118.094334,33.815906,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.815906, -118.094334"
2020012541,8GG17418,Match,Lagerstroemia indica,7237 Lanai Street.,The Ranchos,Long Beach,Public,-118.092783,33.816007,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.816007, -118.092783"
2020012542,8GG17418,Match,Lagerstroemia indica,7237 Lanai Street.,The Ranchos,Long Beach,Public,-118.092698,33.816008,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.816008, -118.092698"
2020012544,8GG17418,Match,Lagerstroemia indica,7108 Premium Street.,The Ranchos,Long Beach,Public,-118.095209,33.817312,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.817312, -118.095209"
2020012545,8GG17418,Match,Ulmus parvifolia,7112 Coralite Street.,The Ranchos,Long Beach,Public,-118.095051,33.818016,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.818016, -118.095051"
2020012547,8GG17418,Match,Ulmus parvifolia,7118 Coralite Street.,The Ranchos,Long Beach,Public,-118.094881,33.818016,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.818016, -118.094881"
2020012549,8GG17418,Match,Ulmus parvifolia,7138 Coralite Street.,The Ranchos,Long Beach,Public,-118.094137,33.818018,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.818018, -118.094137"
2020012556,8GG17418,Match,Ulmus parvifolia,3162 Roxanne Ave.,The Ranchos,Long Beach,Public,-118.096191,33.814503,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.814503, -118.096191"
2020012564,8GG17418,Match,Ulmus parvifolia,3333 Roxanne Ave.,The Ranchos,Long Beach,Public,-118.096495,33.817048,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.817048, -118.096495"
2020012565,8GG17418,Match,Ulmus parvifolia,"3390 Roxanne Ave,",The Ranchos,Long Beach,Public,-118.096228,33.818711,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.818711, -118.096228"
2020012567,8GG17418,Match,Ulmus parvifolia,3112 Roxanne Ave.,The Ranchos,Long Beach,Public,-118.096372,33.813041,6037574000,,2020-01-25,15-Gallon,Grass Parkway,"33.813041, -118.096372"
2020022201,8GG17418,Match,Celtis occidentalis,3421 Baltic Ave.,West LB/Black History,Long Beach,Public,-118.213654,33.819353,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.819353, -118.213654"
2020022203,8GG17418,Match,Celtis occidentalis,3444 Baltic Ave.,West LB/Black History,Long Beach,Public,-118.213537,33.819781,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.819781, -118.213537"
2020022207,8GG17418,Match,Celtis occidentalis,3518 Baltic Ave.,West LB/Black History,Long Beach,Public,-118.213537,33.820363,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.820363, -118.213537"
2020022208,8GG17418,Match,Celtis occidentalis,3524 Baltic Ave.,West LB/Black History,Long Beach,Public,-118.213524,33.820498,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.820498, -118.213524"
2020022209,8GG17418,Match,Celtis occidentalis,3531 Baltic Ave.,West LB/Black History,Long Beach,Public,-118.213655,33.820586,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.820586, -118.213655"
2020022212,8GG17418,Match,Celtis occidentalis,3606 Baltic Ave.,West LB/Black History,Long Beach,Public,-118.213533,33.821718,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.821718, -118.213533"
2020022215,8GG17418,Match,Chitalpa tashkentensis,3419 Caspian Ave.,West LB/Black History,Long Beach,Public,-118.212828,33.819259,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.819259, -118.212828"
2020022217,8GG17418,Match,Chitalpa tashkentensis,3550 Caspian Ave.,West LB/Black History,Long Beach,Public,-118.212708,33.820886,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.820886, -118.212708"
2020022219,8GG17418,Match,Chitalpa tashkentensis,3618 Caspian Ave.,West LB/Black History,Long Beach,Public,-118.212709,33.821951,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.821951, -118.212709"
2020022220,8GG17418,Match,Chitalpa tashkentensis,3618 Caspian Ave.,West LB/Black History,Long Beach,Public,-118.212711,33.822111,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.822111, -118.212711"
2020022221,8GG17418,Match,Podocarpus macrophyllus,3505 Delta Ave.,West LB/Black History,Long Beach,Public,-118.211181,33.820132,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.820132, -118.211181"
2020022229,8GG17418,Match,Podocarpus macrophyllus,3655 Delta Ave.,West LB/Black History,Long Beach,Public,-118.211178,33.823304,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.823304, -118.211178"
2020022231,8GG17418,Match,Pittosporum undulatum,3525 Easy Ave.,West LB/Black History,Long Beach,Public,-118.210331,33.820495,6037572400,2A,2020-02-22,15-Gallon,Grass Parkway,"33.820495, -118.210331"
2020022232,8GG17418,Match,Pittosporum undulatum,3525 Easy Ave.,West LB/Black History,Long Beach,Public,-118.210328,33.820544,6037572400,2A,2020-02-22,15-Gallon,Grass Parkway,"33.820544, -118.210328"
2020022234,8GG17418,Match,Pittosporum undulatum,3500 Fashion Ave.,West LB/Black History,Long Beach,Public,-118.209344,33.820108,6037572400,2A,2020-02-22,15-Gallon,Grass Parkway,"33.820108, -118.209344"
2020022238,8GG17418,Match,Pittosporum undulatum,3616 Fashion Ave.,West LB/Black History,Long Beach,Public,-118.209304,33.821866,6037572400,2A,2020-02-22,15-Gallon,Grass Parkway,"33.821866, -118.209304"
2020022244,8GG17418,Match,Lagerstroemia indica,3501 Denver Ave.,West LB/Black History,Long Beach,Public,-118.212114,33.820137,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.820137, -118.212114"
2020022247,8GG17418,Match,Lagerstroemia indica,3556 Denver Ave.,West LB/Black History,Long Beach,Public,-118.211622,33.821103,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.821103, -118.211622"
2020022251,8GG17418,Match,Lagerstroemia indica,3615 Denver Ave.,West LB/Black History,Long Beach,Public,-118.212006,33.822017,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.822017, -118.212006"
2020022252,8GG17418,Match,Lagerstroemia indica,3627 Denver Ave.,West LB/Black History,Long Beach,Public,-118.212013,33.822425,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.822425, -118.212013"
2020022254,8GG17418,Match,Lagerstroemia indica,3645 Denver Ave.,West LB/Black History,Long Beach,Public,-118.212005,33.822937,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.822937, -118.212005"
2020022255,8GG17418,Match,Lagerstroemia indica,3651 Denver Ave.,West LB/Black History,Long Beach,Public,-118.212012,33.823189,6037572301,1A,2020-02-22,15-Gallon,Grass Parkway,"33.823189, -118.212012"
2020022257,8GG17418,Match,Cinnamomum camphora,3424 Gale Ave.,West LB/Black History,Long Beach,Public,-118.207643,33.819488,6037572400,2A,2020-02-22,15-Gallon,Grass Parkway,"33.819488, -118.207643"
2020022263,8GG17418,Match,Cinnamomum camphora,3509 Gale Ave.,West LB/Black History,Long Beach,Public,-118.207766,33.820242,6037572400,2A,2020-02-22,15-Gallon,Grass Parkway,"33.820242, -118.207766"
2020022267,8GG17418,Match,Celtis sinensis,1381 34th Street,West LB/Black History,Long Beach,Public,-118.210811,33.818964,6037572302,2A,2020-02-22,15-Gallon,Grass Parkway,"33.818964, -118.210811"
2020022276,8GG17418,Match,Celtis sinensis,1424 34th Street,West LB/Black History,Long Beach,Public,-118.211894,33.818811,6037572302,1A,2020-02-22,15-Gallon,Grass Parkway,"33.818811, -118.211894"
2020022278,8GG17418,Match,Celtis sinensis,1432 34th Street,West LB/Black History,Long Beach,Public,-118.212058,33.818811,6037572302,1A,2020-02-22,15-Gallon,Grass Parkway,"33.818811, -118.212058"
2020020301,8GG17418,CAL FIRE,Prunus persica,332 E South St,District 8,Long Beach,Private,-118.189107,33.859925,6037570303,1A,2020-02-03,15-Gallon,Front Yard,"33.859925, -118.189107"
2020020302,8GG17418,CAL FIRE,Persea americana,3165 Oregon Ave,District 7,Long Beach,Private,-118.201491,33.814694,6037572201,1A,2020-02-03,15-Gallon,Front Yard,"33.814694, -118.201491"
2020021901,8GG17418,CAL FIRE,Persea americana,3545 Eucalyptus Ave,District 7,Long Beach,Private,-118.198007,33.820599,6037572100,1A,2020-02-19,15-Gallon,Front Yard,"33.820599, -118.198007"
2020022701,8GG17418,Match,Schinus molle,4210 E Vermont St,District 3,Long Beach,Public,-118.143366,33.77075,6037577100,,2020-02-27,15-Gallon,Parkway,"33.77075, -118.143366"
2020022702,8GG17418,Match,Schinus molle,4210 E Vermont St,District 3,Long Beach,Public,-118.143425,33.77075,6037577100,,2020-02-27,15-Gallon,Parkway,"33.77075, -118.143425"
2020022803,8GG17418,CAL FIRE,Persea americana,211 E Home st,District 8,Long Beach,Private,-118.191388,33.848059,6037571703,1A,2020-02-28,15-Gallon,Front Yard,"33.848059, -118.191388"
2020022804,8GG17418,CAL FIRE,Persea americana,6930 Beechley Ave,District 9,Long Beach,Private,-118.193932,33.880172,6037570404,1A,2020-02-28,15-Gallon,Front Yard,"33.880172, -118.193932"
2020031001,8GG17418,Match,Bauhinia variegata,2334 Eucalyptus Ave,District 6,Long Beach,Public,-118.196923,33.79963,6037573100,1A,2020-03-10,15-Gallon,Parkway,"33.79963, -118.196923"
2020031802,8GG17418,Match,Bauhinia variegata,1605 Gundry Ave,District 6,Long Beach,Public,-118.174249,33.78745,6037575201,1A,2020-03-18,15-Gallon,Parkway,"33.78745, -118.174249"
2020031803,8GG17418,Match,Bauhinia variegata,412 W 9th St,District 1,Long Beach,Public,-118.196867,33.77769,6037575802,1A,2020-03-18,15-Gallon,Parkway,"33.77769, -118.196867"
2020032001,8GG17418,Match,Cinnamomum camphora,4301 Keever Ave,District 7,Long Beach,Public,-118.171281,33.836393,6037571504,,2020-03-20,15-Gallon,Parkway,"33.836393, -118.171281"
2020032303,8GG17418,Match,Tabebuia avellanedae,849 E 7th St,District 1,Long Beach,Public,-118.181263,33.775732,6037576302,1A,2020-03-23,15-Gallon,Parkway,"33.775732, -118.181263"
2020032304,8GG17418,Match,Quercus agrifolia,4550 Elm Ave,District 8,Long Beach,Public,-118.189619,33.839107,6037571502,,2020-03-23,15-Gallon,Parkway,"33.839107, -118.189619"
2020032501,8GG17418,CAL FIRE,Persea americana,3713 Maine Ave,District 7,Long Beach,Private,-118.201424,33.821912,6037572100,1A,2020-03-25,15-Gallon,Front Yard,"33.821912, -118.201424"
2020032702,8GG17418,Match,Lagerstroemia indica,3839 N. Los Coyotes  Diagonal,District 5,Long Beach,Public,-118.102257,33.827247,6037573700,,2020-03-27,15-Gallon,Parkway,"33.827247, -118.102257"
2020032704,8GG17418,Match,Tabebuia chrysotricha,3870 E. Stearns St,District 5,Long Beach,Public,-118.146929,33.796031,6037575001,,2020-03-27,15-Gallon,Parkway,"33.796031, -118.146929"
2020052003,8GG17418,Match,Chitalpa tashkentensis,1965 Long Beach Blvd.,Long Beach,Long Beach,Public,-118.18959,33.793082,6037573002,1A,2020-05-20,15-Gallon,sidewalk cut,"33.793082, -118.18959"
2020052004,8GG17418,Match,Chitalpa tashkentensis,1955 Long Beach Blvd.,Long Beach,Long Beach,Public,-118.18982,33.792971,6037573002,1A,2020-05-20,15-Gallon,sidewalk cut,"33.792971, -118.18982"
2020052005,8GG17418,Match,Chitalpa tashkentensis,1945 Long Beach Blvd.,Long Beach,Long Beach,Public,-118.18989,33.792681,6037573002,1A,2020-05-20,15-Gallon,sidewalk cut,"33.792681, -118.18989"
2020052008,8GG17418,Match,Chitalpa tashkentensis,1917 Long Beach Blvd.,Long Beach,Long Beach,Public,-118.18971,33.792682,6037573002,1A,2020-05-20,15-Gallon,sidewalk cut,"33.792682, -118.18971"
2020041301,8GG17418,Match,Quercus agrifolia,3225 Faust Ave,District 5,Long Beach,Public,-118.114736,33.815888,6037574100,,2020-04-13,15-Gallon,Grass Parkway,"33.815888, -118.114736"
2020042701,8GG17418,Match,Geijera parviflora,3436 Walnut Ave,District 7,Long Beach,Public,-118.171923,33.819641,6037572001,,2020-04-27,15-Gallon,Grass Parkway,"33.819641, -118.171923"
2020042901,8GG17418,Match,Geijera parviflora,5441 E Coralite St,District 5,Long Beach,Public,-118.126016,33.818098,6037574100,,2020-04-29,15-Gallon,Grass Parkway,"33.818098, -118.126016"
2020050101,8GG17418,Match,Geijera parviflora,3160 Marna Ave,District 5,Long Beach,Public,-118.075401,33.814049,6037573902,,2020-05-01,15-Gallon,Grass Parkway,"33.814049, -118.075401"
2020060801,8GG17418,Match,Lagerstroemia indica,6051 Myrtle Ave,District 9,Long Beach,Public,-118.182122,33.864657,6037570501,1A,2020-06-08,15-Gallon,Grass Parkway,"33.864657, -118.182122"
2020061701,8GG17418,Match,Albizia julibrissin,828 Magnolia Ave,District 1,Long Beach,Public,-118.197963,33.777135,6037575802,1A,2020-06-17,15-Gallon,Grass Parkway,"33.777135, -118.197963"
2020062902,8GG17418,Match,Cercidium hybrid,176 E Adair St,District 9,Long Beach,Public,-118.190443,33.864238,6037570301,1A,2020-06-19,15-Gallon,Grass Parkway,"33.864238, -118.190443"
2020061904,8GG17418,Match,Cercidium hybrid,176 E Adair St,District 9,Long Beach,Public,-118.19057,33.864213,6037570301,1A,2020-06-19,15-Gallon,Grass Parkway,"33.864213, -118.19057"
2020062404,8GG17418,Match,Cercidium hybrid,4736 Matney Ave,District 8,Long Beach,Public,-118.174116,33.844375,6037571503,,2020-06-24,15-Gallon,Grass Parkway,"33.844375, -118.174116"
2020062601,8GG17418,Match,Tristania conferta,3805 Pine Ave,District 8,Long Beach,Public,-118.193297,33.826975,6037571800,,2020-06-26,15-Gallon,Grass Parkway,"33.826975, -118.193297"
2020062602,8GG17418,Match,Tristania conferta,3805 Pine Ave,District 8,Long Beach,Public,-118.193303,33.826906,6037571800,,2020-06-26,15-Gallon,Grass Parkway,"33.826906, -118.193303"
2020062603,8GG17418,Match,Lagerstroemia indica,4584 Falcon,District 7,Long Beach,Public,-118.171427,33.841376,6037571504,,2020-06-26,15-Gallon,Grass Parkway,"33.841376, -118.171427"
2020062605,8GG17418,Match,Cercis canadensis,3568 Lees Ave,District 5,Long Beach,Public,-118.097826,33.822758,6037573800,,2020-06-26,15-Gallon,Grass Parkway,"33.822758, -118.097826"
2020040303,8GG17418,CAL FIRE,Persea americana,157 E Harcourt St,District 9,Long Beach,Private,-118.179278,33.884699,6037570402,1A,2020-04-03,15-Gallon,Front Yard,"33.884699, -118.179278"
2020041001,8GG17418,CAL FIRE,Prunus persica,2692 Adriatic Avenue,District 7,Long Beach,Private,-118.214268,33.806064,6037572600,1A,2020-04-10,15-Gallon,Front Yard,"33.806064, -118.214268"
2020041504,8GG17418,CAL FIRE,Punica granatum,2330 Pasadena ave,District 6,Long Beach,Private,-118.187088,33.799491,6037573201,1A,2020-04-15,15-Gallon,Front Yard,"33.799491, -118.187088"
2020041505,8GG17418,CAL FIRE,Persea americana,6391 Coronado Ave,District 9,Long Beach,Private,-118.154886,33.870898,6037570204,1A,2020-04-15,15-Gallon,Front Yard,"33.870898, -118.154886"
2020051103,8GG17418,CAL FIRE,Prunus persica,2524 Pasadena Avenue,District 6,Long Beach,Private,-118.187028,33.803106,6037573201,1A,2020-05-11,15-Gallon,Front Yard,"33.803106, -118.187028"
2020051502,8GG17418,CAL FIRE,Persea americana,5297 E 4th St,District 3,Long Beach,Private,-118.129979,33.771812,6037577603,1A,2020-05-15,15-Gallon,Front Yard,"33.771812, -118.129979"
2020052201,8GG17418,CAL FIRE,Prunus persica,3106 E. 65th st,District 9,Long Beach,Private,-118.156568,33.872282,6037570204,1A,2020-05-22,15-Gallon,Front Yard,"33.872282, -118.156568"
2020052003,8GG17418,CAL FIRE,Persea americana,3336 Maine Ave,District 7,Long Beach,Private,-118.200116,33.817947,6037572201,1A,2020-05-20,15-Gallon,Front Yard,"33.817947, -118.200116"
2018092202,8GG17418,CAL FIRE,Platanus racemosa,3015 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811291,6037574100,,2018-09-22,15-Gallon,5' parkway,"33.811291, -118.129001"
2018092203,8GG17418,CAL FIRE,Platanus racemosa,3033 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811753,6037574100,,2018-09-22,15-Gallon,5' parkway,"33.811753, -118.129001"
2018092205,8GG17418,CAL FIRE,Platanus racemosa,3137 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.171001,33.849638,6037574100,,2018-09-22,15-Gallon,5' parkway,"33.849638, -118.171001"
2018092206,8GG17418,CAL FIRE,Platanus racemosa,3160 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814916,6037574100,,2018-09-22,15-Gallon,5' parkway,"33.814916, -118.129001"
2018092208,8GG17418,CAL FIRE,Lophostemon confertus,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811555,6037574100,,2018-09-22,15-Gallon,5' parkway,"33.811555, -118.129001"
